# Figure 4: Momentum evolution (relaxation equations)
# Columns: time[s], p_parallel[m0c], p_perpendicular[m0c], gamma, energy_MeV
time,p_parallel,p_perpendicular,gamma,energy_MeV
1.05010501e-01,1.72403650e+01,9.91830882e-01,1.72978008e+01,8.32815912e+00
1.05360536e-01,1.72811636e+01,9.91815192e-01,1.73384634e+01,8.34893764e+00
1.05710571e-01,1.73219622e+01,9.91799537e-01,1.73791265e+01,8.36971646e+00
1.06060606e-01,1.73627606e+01,9.91783915e-01,1.74197903e+01,8.39049558e+00
1.06410641e-01,1.74035591e+01,9.91768328e-01,1.74604546e+01,8.41127500e+00
1.06760676e-01,1.74443575e+01,9.91752774e-01,1.75011194e+01,8.43205471e+00
1.07110711e-01,1.74851558e+01,9.91737254e-01,1.75417849e+01,8.45283471e+00
1.07460746e-01,1.75259541e+01,9.91721768e-01,1.75824509e+01,8.47361501e+00
1.07810781e-01,1.75667524e+01,9.91706315e-01,1.76231175e+01,8.49439559e+00
1.08160816e-01,1.76075506e+01,9.91690895e-01,1.76637846e+01,8.51517645e+00
1.08510851e-01,1.76483487e+01,9.91675508e-01,1.77044523e+01,8.53595760e+00
1.08860886e-01,1.76891468e+01,9.91660154e-01,1.77451206e+01,8.55673903e+00
1.09210921e-01,1.77299448e+01,9.91644833e-01,1.77857893e+01,8.57752073e+00
1.09560956e-01,1.77707428e+01,9.91629544e-01,1.78264587e+01,8.59830271e+00
1.09910991e-01,1.78115407e+01,9.91614287e-01,1.78671285e+01,8.61908496e+00
1.10261026e-01,1.78523386e+01,9.91599062e-01,1.79077989e+01,8.63986749e+00
1.10611061e-01,1.78931364e+01,9.91583869e-01,1.79484698e+01,8.66065028e+00
1.10961096e-01,1.79339342e+01,9.91568709e-01,1.79891413e+01,8.68143334e+00
1.11311131e-01,1.79747319e+01,9.91553579e-01,1.80298132e+01,8.70221666e+00
1.11661166e-01,1.80155295e+01,9.91538481e-01,1.80704857e+01,8.72300025e+00
1.12011201e-01,1.80563271e+01,9.91523414e-01,1.81111586e+01,8.74378409e+00
1.12361236e-01,1.80971246e+01,9.91508379e-01,1.81518321e+01,8.76456819e+00
1.12711271e-01,1.81379221e+01,9.91493374e-01,1.81925061e+01,8.78535255e+00
1.13061306e-01,1.81787195e+01,9.91478400e-01,1.82331805e+01,8.80613716e+00
1.13411341e-01,1.82195169e+01,9.91463457e-01,1.82738555e+01,8.82692202e+00
1.13761376e-01,1.82603142e+01,9.91448544e-01,1.83145309e+01,8.84770713e+00
1.14111411e-01,1.83011114e+01,9.91433661e-01,1.83552069e+01,8.86849249e+00
1.14461446e-01,1.83419086e+01,9.91418808e-01,1.83958833e+01,8.88927809e+00
1.14811481e-01,1.83827057e+01,9.91403986e-01,1.84365602e+01,8.91006393e+00
1.15161516e-01,1.84235028e+01,9.91389193e-01,1.84772375e+01,8.93085002e+00
1.15511551e-01,1.84642997e+01,9.91374430e-01,1.85179153e+01,8.95163634e+00
1.15861586e-01,1.85050967e+01,9.91359696e-01,1.85585936e+01,8.97242290e+00
1.16211621e-01,1.85458935e+01,9.91344991e-01,1.85992724e+01,8.99320970e+00
1.16561656e-01,1.85866903e+01,9.91330316e-01,1.86399516e+01,9.01399672e+00
1.16911691e-01,1.86274871e+01,9.91315670e-01,1.86806312e+01,9.03478398e+00
1.17261726e-01,1.86682838e+01,9.91301052e-01,1.87213113e+01,9.05557147e+00
1.17611761e-01,1.87090804e+01,9.91286464e-01,1.87619918e+01,9.07635918e+00
1.17961796e-01,1.87498769e+01,9.91271903e-01,1.88026728e+01,9.09714711e+00
1.18311831e-01,1.87906734e+01,9.91257372e-01,1.88433542e+01,9.11793527e+00
1.18661866e-01,1.88314698e+01,9.91242868e-01,1.88840361e+01,9.13872365e+00
1.19011901e-01,1.88722662e+01,9.91228393e-01,1.89247183e+01,9.15951225e+00
1.19361936e-01,1.89130625e+01,9.91213945e-01,1.89654010e+01,9.18030107e+00
1.19711971e-01,1.89538587e+01,9.91199526e-01,1.90060842e+01,9.20109010e+00
1.20062006e-01,1.89946548e+01,9.91185134e-01,1.90467677e+01,9.22187935e+00
1.20412041e-01,1.90354509e+01,9.91170769e-01,1.90874517e+01,9.24266880e+00
1.20762076e-01,1.90762469e+01,9.91156432e-01,1.91281360e+01,9.26345847e+00
1.21112111e-01,1.91170429e+01,9.91142122e-01,1.91688208e+01,9.28424834e+00
1.21462146e-01,1.91578387e+01,9.91127839e-01,1.92095060e+01,9.30503842e+00
1.21812181e-01,1.91986345e+01,9.91113583e-01,1.92501915e+01,9.32582870e+00
1.22162216e-01,1.92394302e+01,9.91099354e-01,1.92908775e+01,9.34661919e+00
1.22512251e-01,1.92802259e+01,9.91085152e-01,1.93315638e+01,9.36740988e+00
1.22862286e-01,1.93210215e+01,9.91070976e-01,1.93722506e+01,9.38820076e+00
1.23212321e-01,1.93618170e+01,9.91056827e-01,1.94129377e+01,9.40899185e+00
1.23562356e-01,1.94026124e+01,9.91042703e-01,1.94536252e+01,9.42978312e+00
1.23912391e-01,1.94434078e+01,9.91028606e-01,1.94943131e+01,9.45057460e+00
1.24262426e-01,1.94842031e+01,9.91014535e-01,1.95350014e+01,9.47136626e+00
1.24612461e-01,1.95249983e+01,9.91000490e-01,1.95756901e+01,9.49215811e+00
1.24962496e-01,1.95657935e+01,9.90986470e-01,1.96163791e+01,9.51295015e+00
1.25312531e-01,1.96065885e+01,9.90972476e-01,1.96570684e+01,9.53374238e+00
1.25662566e-01,1.96473835e+01,9.90958507e-01,1.96977582e+01,9.55453480e+00
1.26012601e-01,1.96881784e+01,9.90944564e-01,1.97384483e+01,9.57532740e+00
1.26362636e-01,1.97289733e+01,9.90930645e-01,1.97791387e+01,9.59612017e+00
1.26712671e-01,1.97697680e+01,9.90916752e-01,1.98198295e+01,9.61691313e+00
1.27062706e-01,1.98105627e+01,9.90902884e-01,1.98605207e+01,9.63770627e+00
1.27412741e-01,1.98513573e+01,9.90889040e-01,1.99012122e+01,9.65849959e+00
1.27762776e-01,1.98921518e+01,9.90875221e-01,1.99419040e+01,9.67929308e+00
1.28112811e-01,1.99329462e+01,9.90861427e-01,1.99825962e+01,9.70008674e+00
1.28462846e-01,1.99737406e+01,9.90847657e-01,2.00232888e+01,9.72088058e+00
1.28812881e-01,2.00145349e+01,9.90833911e-01,2.00639816e+01,9.74167458e+00
1.29162916e-01,2.00553291e+01,9.90820189e-01,2.01046748e+01,9.76246876e+00
1.29512951e-01,2.00961232e+01,9.90806492e-01,2.01453683e+01,9.78326310e+00
1.29862986e-01,2.01369172e+01,9.90792818e-01,2.01860621e+01,9.80405761e+00
1.30213021e-01,2.01777112e+01,9.90779168e-01,2.02267563e+01,9.82485228e+00
1.30563056e-01,2.02185050e+01,9.90765541e-01,2.02674508e+01,9.84564712e+00
1.30913091e-01,2.02592988e+01,9.90751939e-01,2.03081456e+01,9.86644212e+00
1.31263126e-01,2.03000925e+01,9.90738359e-01,2.03488407e+01,9.88723727e+00
1.31613161e-01,2.03408861e+01,9.90724803e-01,2.03895361e+01,9.90803259e+00
1.31963196e-01,2.03816796e+01,9.90711270e-01,2.04302318e+01,9.92882806e+00
1.32313231e-01,2.04224730e+01,9.90697760e-01,2.04709278e+01,9.94962369e+00
1.32663266e-01,2.04632664e+01,9.90684272e-01,2.05116242e+01,9.97041947e+00
1.33013301e-01,2.05040596e+01,9.90670808e-01,2.05523208e+01,9.99121540e+00
1.33363336e-01,2.05448528e+01,9.90657366e-01,2.05930177e+01,1.00120115e+01
1.33713371e-01,2.05856459e+01,9.90643947e-01,2.06337149e+01,1.00328077e+01
1.34063406e-01,2.06264389e+01,9.90630550e-01,2.06744124e+01,1.00536041e+01
1.34413441e-01,2.06672318e+01,9.90617176e-01,2.07151102e+01,1.00744006e+01
1.34763476e-01,2.07080246e+01,9.90603824e-01,2.07558083e+01,1.00951973e+01
1.35113511e-01,2.07488173e+01,9.90590493e-01,2.07965066e+01,1.01159941e+01
1.35463546e-01,2.07896099e+01,9.90577185e-01,2.08372053e+01,1.01367911e+01
1.35813581e-01,2.08304024e+01,9.90563899e-01,2.08779042e+01,1.01575882e+01
1.36163616e-01,2.08711949e+01,9.90550634e-01,2.09186034e+01,1.01783854e+01
1.36513651e-01,2.09119872e+01,9.90537391e-01,2.09593028e+01,1.01991828e+01
1.36863686e-01,2.09527795e+01,9.90524169e-01,2.10000025e+01,1.02199803e+01
1.37213721e-01,2.09935716e+01,9.90510969e-01,2.10407025e+01,1.02407779e+01
1.37563756e-01,2.10343637e+01,9.90497790e-01,2.10814027e+01,1.02615757e+01
1.37913791e-01,2.10751556e+01,9.90484633e-01,2.11221032e+01,1.02823736e+01
1.38263826e-01,2.11159475e+01,9.90471496e-01,2.11628040e+01,1.03031717e+01
1.38613861e-01,2.11567393e+01,9.90458380e-01,2.12035050e+01,1.03239698e+01
1.38963896e-01,2.11975309e+01,9.90445285e-01,2.12442063e+01,1.03447681e+01
1.39313931e-01,2.12383225e+01,9.90432211e-01,2.12849078e+01,1.03655666e+01
1.39663966e-01,2.12791140e+01,9.90419158e-01,2.13256095e+01,1.03863651e+01
1.40014001e-01,2.13199053e+01,9.90406125e-01,2.13663115e+01,1.04071638e+01
1.40364036e-01,2.13606966e+01,9.90393112e-01,2.14070138e+01,1.04279626e+01
1.40714071e-01,2.14014878e+01,9.90380120e-01,2.14477162e+01,1.04487615e+01
1.41064106e-01,2.14422788e+01,9.90367148e-01,2.14884189e+01,1.04695606e+01
1.41414141e-01,2.14830698e+01,9.90354196e-01,2.15291219e+01,1.04903597e+01
1.41764176e-01,2.15238607e+01,9.90341264e-01,2.15698251e+01,1.05111590e+01
1.42114211e-01,2.15646514e+01,9.90328352e-01,2.16105285e+01,1.05319584e+01
1.42464246e-01,2.16054421e+01,9.90315459e-01,2.16512321e+01,1.05527579e+01
1.42814281e-01,2.16462326e+01,9.90302587e-01,2.16919359e+01,1.05735575e+01
1.43164316e-01,2.16870230e+01,9.90289733e-01,2.17326400e+01,1.05943573e+01
1.43514351e-01,2.17278134e+01,9.90276900e-01,2.17733443e+01,1.06151571e+01
1.43864386e-01,2.17686036e+01,9.90264085e-01,2.18140488e+01,1.06359571e+01
1.44214421e-01,2.18093937e+01,9.90251290e-01,2.18547535e+01,1.06567572e+01
1.44564456e-01,2.18501837e+01,9.90238514e-01,2.18954584e+01,1.06775573e+01
1.44914491e-01,2.18909736e+01,9.90225757e-01,2.19361636e+01,1.06983576e+01
1.45264526e-01,2.19317634e+01,9.90213019e-01,2.19768689e+01,1.07191580e+01
1.45614561e-01,2.19725531e+01,9.90200300e-01,2.20175745e+01,1.07399585e+01
1.45964596e-01,2.20133426e+01,9.90187600e-01,2.20582802e+01,1.07607591e+01
1.46314631e-01,2.20541321e+01,9.90174918e-01,2.20989861e+01,1.07815598e+01
1.46664666e-01,2.20949214e+01,9.90162255e-01,2.21396923e+01,1.08023606e+01
1.47014701e-01,2.21357107e+01,9.90149610e-01,2.21803986e+01,1.08231615e+01
1.47364736e-01,2.21764998e+01,9.90136984e-01,2.22211051e+01,1.08439624e+01
1.47714771e-01,2.22172888e+01,9.90124375e-01,2.22618118e+01,1.08647635e+01
1.48064806e-01,2.22580777e+01,9.90111785e-01,2.23025187e+01,1.08855647e+01
1.48414841e-01,2.22988664e+01,9.90099213e-01,2.23432258e+01,1.09063660e+01
1.48764876e-01,2.23396551e+01,9.90086659e-01,2.23839331e+01,1.09271674e+01
1.49114911e-01,2.23804436e+01,9.90074123e-01,2.24246405e+01,1.09479688e+01
1.49464946e-01,2.24212320e+01,9.90061605e-01,2.24653482e+01,1.09687704e+01
1.49814981e-01,2.24620203e+01,9.90049104e-01,2.25060559e+01,1.09895720e+01
1.50165017e-01,2.25028085e+01,9.90036621e-01,2.25467639e+01,1.10103737e+01
1.50515052e-01,2.25435966e+01,9.90024155e-01,2.25874721e+01,1.10311756e+01
1.50865087e-01,2.25843845e+01,9.90011707e-01,2.26281804e+01,1.10519775e+01
1.51215122e-01,2.26251723e+01,9.89999276e-01,2.26688888e+01,1.10727794e+01
1.51565157e-01,2.26659600e+01,9.89986862e-01,2.27095975e+01,1.10935815e+01
1.51915192e-01,2.27067476e+01,9.89974466e-01,2.27503063e+01,1.11143837e+01
1.52265227e-01,2.27475350e+01,9.89962086e-01,2.27910152e+01,1.11351859e+01
1.52615262e-01,2.27883223e+01,9.89949723e-01,2.28317243e+01,1.11559882e+01
1.52965297e-01,2.28291095e+01,9.89937377e-01,2.28724336e+01,1.11767906e+01
1.53315332e-01,2.28698966e+01,9.89925048e-01,2.29131430e+01,1.11975931e+01
1.53665367e-01,2.29106836e+01,9.89912736e-01,2.29538526e+01,1.12183956e+01
1.54015402e-01,2.29514704e+01,9.89900440e-01,2.29945623e+01,1.12391982e+01
1.54365437e-01,2.29922571e+01,9.89888160e-01,2.30352722e+01,1.12600009e+01
1.54715472e-01,2.30330436e+01,9.89875897e-01,2.30759822e+01,1.12808037e+01
1.55065507e-01,2.30738301e+01,9.89863650e-01,2.31166923e+01,1.13016065e+01
1.55415542e-01,2.31146164e+01,9.89851420e-01,2.31574026e+01,1.13224095e+01
1.55765577e-01,2.31554025e+01,9.89839205e-01,2.31981130e+01,1.13432124e+01
1.56115612e-01,2.31961886e+01,9.89827007e-01,2.32388236e+01,1.13640155e+01
1.56465647e-01,2.32369745e+01,9.89814824e-01,2.32795343e+01,1.13848186e+01
1.56815682e-01,2.32777602e+01,9.89802657e-01,2.33202451e+01,1.14056218e+01
1.57165717e-01,2.33185459e+01,9.89790506e-01,2.33609560e+01,1.14264251e+01
1.57515752e-01,2.33593314e+01,9.89778371e-01,2.34016671e+01,1.14472284e+01
1.57865787e-01,2.34001168e+01,9.89766251e-01,2.34423783e+01,1.14680318e+01
1.58215822e-01,2.34409020e+01,9.89754147e-01,2.34830896e+01,1.14888352e+01
1.58565857e-01,2.34816871e+01,9.89742058e-01,2.35238011e+01,1.15096387e+01
1.58915892e-01,2.35224720e+01,9.89729985e-01,2.35645127e+01,1.15304423e+01
1.59265927e-01,2.35632569e+01,9.89717927e-01,2.36052243e+01,1.15512459e+01
1.59615962e-01,2.36040415e+01,9.89705884e-01,2.36459361e+01,1.15720496e+01
1.59965997e-01,2.36448261e+01,9.89693856e-01,2.36866480e+01,1.15928533e+01
1.60316032e-01,2.36856105e+01,9.89681843e-01,2.37273600e+01,1.16136571e+01
1.60666067e-01,2.37263947e+01,9.89669845e-01,2.37680722e+01,1.16344610e+01
1.61016102e-01,2.37671789e+01,9.89657862e-01,2.38087844e+01,1.16552649e+01
1.61366137e-01,2.38079628e+01,9.89645893e-01,2.38494967e+01,1.16760688e+01
1.61716172e-01,2.38487467e+01,9.89633939e-01,2.38902091e+01,1.16968728e+01
1.62066207e-01,2.38895304e+01,9.89622000e-01,2.39309217e+01,1.17176769e+01
1.62416242e-01,2.39303139e+01,9.89610075e-01,2.39716343e+01,1.17384810e+01
1.62766277e-01,2.39710973e+01,9.89598165e-01,2.40123470e+01,1.17592852e+01
1.63116312e-01,2.40118805e+01,9.89586269e-01,2.40530598e+01,1.17800894e+01
1.63466347e-01,2.40526636e+01,9.89574387e-01,2.40937728e+01,1.18008936e+01
1.63816382e-01,2.40934466e+01,9.89562520e-01,2.41344858e+01,1.18216979e+01
1.64166417e-01,2.41342294e+01,9.89550666e-01,2.41751988e+01,1.18425023e+01
1.64516452e-01,2.41750120e+01,9.89538827e-01,2.42159120e+01,1.18633067e+01
1.64866487e-01,2.42157945e+01,9.89527001e-01,2.42566253e+01,1.18841111e+01
1.65216522e-01,2.42565769e+01,9.89515189e-01,2.42973386e+01,1.19049156e+01
1.65566557e-01,2.42973591e+01,9.89503391e-01,2.43380520e+01,1.19257201e+01
1.65916592e-01,2.43381411e+01,9.89491607e-01,2.43787655e+01,1.19465246e+01
1.66266627e-01,2.43789230e+01,9.89479837e-01,2.44194791e+01,1.19673292e+01
1.66616662e-01,2.44197048e+01,9.89468080e-01,2.44601927e+01,1.19881338e+01
1.66966697e-01,2.44604863e+01,9.89456336e-01,2.45009064e+01,1.20089385e+01
1.67316732e-01,2.45012678e+01,9.89444606e-01,2.45416202e+01,1.20297432e+01
1.67666767e-01,2.45420490e+01,9.89432889e-01,2.45823341e+01,1.20505479e+01
1.68016802e-01,2.45828301e+01,9.89421185e-01,2.46230480e+01,1.20713527e+01
1.68366837e-01,2.46236111e+01,9.89409494e-01,2.46637619e+01,1.20921575e+01
1.68716872e-01,2.46643919e+01,9.89397817e-01,2.47044760e+01,1.21129623e+01
1.69066907e-01,2.47051725e+01,9.89386152e-01,2.47451901e+01,1.21337672e+01
1.69416942e-01,2.47459530e+01,9.89374501e-01,2.47859042e+01,1.21545721e+01
1.69766977e-01,2.47867333e+01,9.89362862e-01,2.48266185e+01,1.21753770e+01
1.70117012e-01,2.48275134e+01,9.89351236e-01,2.48673327e+01,1.21961820e+01
1.70467047e-01,2.48682934e+01,9.89339622e-01,2.49080471e+01,1.22169869e+01
1.70817082e-01,2.49090732e+01,9.89328022e-01,2.49487614e+01,1.22377919e+01
1.71167117e-01,2.49498528e+01,9.89316433e-01,2.49894758e+01,1.22585970e+01
1.71517152e-01,2.49906323e+01,9.89304858e-01,2.50301903e+01,1.22794020e+01
1.71867187e-01,2.50314116e+01,9.89293294e-01,2.50709048e+01,1.23002071e+01
1.72217222e-01,2.50721908e+01,9.89281743e-01,2.51116194e+01,1.23210122e+01
1.72567257e-01,2.51129697e+01,9.89270204e-01,2.51523340e+01,1.23418173e+01
1.72917292e-01,2.51537485e+01,9.89258678e-01,2.51930486e+01,1.23626224e+01
1.73267327e-01,2.51945272e+01,9.89247163e-01,2.52337633e+01,1.23834276e+01
1.73617362e-01,2.52353056e+01,9.89235660e-01,2.52744780e+01,1.24042328e+01
1.73967397e-01,2.52760839e+01,9.89224170e-01,2.53151927e+01,1.24250379e+01
1.74317432e-01,2.53168620e+01,9.89212691e-01,2.53559075e+01,1.24458432e+01
1.74667467e-01,2.53576400e+01,9.89201224e-01,2.53966223e+01,1.24666484e+01
1.75017502e-01,2.53984177e+01,9.89189769e-01,2.54373371e+01,1.24874536e+01
1.75367537e-01,2.54391953e+01,9.89178325e-01,2.54780520e+01,1.25082589e+01
1.75717572e-01,2.54799727e+01,9.89166893e-01,2.55187668e+01,1.25290641e+01
1.76067607e-01,2.55207500e+01,9.89155472e-01,2.55594817e+01,1.25498694e+01
1.76417642e-01,2.55615270e+01,9.89144063e-01,2.56001967e+01,1.25706747e+01
1.76767677e-01,2.56023039e+01,9.89132666e-01,2.56409116e+01,1.25914800e+01
1.77117712e-01,2.56430806e+01,9.89121279e-01,2.56816266e+01,1.26122853e+01
1.77467747e-01,2.56838571e+01,9.89109904e-01,2.57223415e+01,1.26330906e+01
1.77817782e-01,2.57246334e+01,9.89098540e-01,2.57630565e+01,1.26538959e+01
1.78167817e-01,2.57654096e+01,9.89087187e-01,2.58037715e+01,1.26747012e+01
1.78517852e-01,2.58061855e+01,9.89075845e-01,2.58444865e+01,1.26955065e+01
1.78867887e-01,2.58469613e+01,9.89064514e-01,2.58852015e+01,1.27163118e+01
1.79217922e-01,2.58877369e+01,9.89053194e-01,2.59259165e+01,1.27371172e+01
1.79567957e-01,2.59285123e+01,9.89041884e-01,2.59666316e+01,1.27579225e+01
1.79917992e-01,2.59692875e+01,9.89030586e-01,2.60073466e+01,1.27787278e+01
1.80268027e-01,2.60100625e+01,9.89019298e-01,2.60480616e+01,1.27995332e+01
1.80618062e-01,2.60508374e+01,9.89008021e-01,2.60887766e+01,1.28203385e+01
1.80968097e-01,2.60916120e+01,9.88996754e-01,2.61294916e+01,1.28411438e+01
1.81318132e-01,2.61323865e+01,9.88985498e-01,2.61702066e+01,1.28619492e+01
1.81668167e-01,2.61731608e+01,9.88974252e-01,2.62109217e+01,1.28827545e+01
1.82018202e-01,2.62139348e+01,9.88963016e-01,2.62516366e+01,1.29035598e+01
1.82368237e-01,2.62547087e+01,9.88951791e-01,2.62923516e+01,1.29243651e+01
1.82718272e-01,2.62954824e+01,9.88940576e-01,2.63330666e+01,1.29451704e+01
1.83068307e-01,2.63362559e+01,9.88929371e-01,2.63737816e+01,1.29659757e+01
1.83418342e-01,2.63770291e+01,9.88918176e-01,2.64144965e+01,1.29867810e+01
1.83768377e-01,2.64178022e+01,9.88906991e-01,2.64552114e+01,1.30075863e+01
1.84118412e-01,2.64585751e+01,9.88895816e-01,2.64959263e+01,1.30283916e+01
1.84468447e-01,2.64993478e+01,9.88884650e-01,2.65366412e+01,1.30491968e+01
1.84818482e-01,2.65401203e+01,9.88873495e-01,2.65773561e+01,1.30700021e+01
1.85168517e-01,2.65808926e+01,9.88862349e-01,2.66180709e+01,1.30908073e+01
1.85518552e-01,2.66216647e+01,9.88851213e-01,2.66587857e+01,1.31116126e+01
1.85868587e-01,2.66624365e+01,9.88840087e-01,2.66995005e+01,1.31324178e+01
1.86218622e-01,2.67032082e+01,9.88828970e-01,2.67402153e+01,1.31532230e+01
1.86568657e-01,2.67439797e+01,9.88817863e-01,2.67809300e+01,1.31740281e+01
1.86918692e-01,2.67847509e+01,9.88806765e-01,2.68216447e+01,1.31948333e+01
1.87268727e-01,2.68255220e+01,9.88795676e-01,2.68623593e+01,1.32156384e+01
1.87618762e-01,2.68662928e+01,9.88784597e-01,2.69030739e+01,1.32364436e+01
1.87968797e-01,2.69070635e+01,9.88773527e-01,2.69437885e+01,1.32572487e+01
1.88318832e-01,2.69478339e+01,9.88762466e-01,2.69845030e+01,1.32780538e+01
1.88668867e-01,2.69886041e+01,9.88751414e-01,2.70252175e+01,1.32988588e+01
1.89018902e-01,2.70293741e+01,9.88740371e-01,2.70659319e+01,1.33196639e+01
1.89368937e-01,2.70701439e+01,9.88729337e-01,2.71066463e+01,1.33404689e+01
1.89718972e-01,2.71109135e+01,9.88718312e-01,2.71473607e+01,1.33612739e+01
1.90069007e-01,2.71516828e+01,9.88707295e-01,2.71880750e+01,1.33820788e+01
1.90419042e-01,2.71924520e+01,9.88696288e-01,2.72287892e+01,1.34028838e+01
1.90769077e-01,2.72332209e+01,9.88685289e-01,2.72695034e+01,1.34236887e+01
1.91119112e-01,2.72739896e+01,9.88674299e-01,2.73102176e+01,1.34444936e+01
1.91469147e-01,2.73147581e+01,9.88663317e-01,2.73509317e+01,1.34652984e+01
1.91819182e-01,2.73555263e+01,9.88652344e-01,2.73916457e+01,1.34861032e+01
1.92169217e-01,2.73962944e+01,9.88641380e-01,2.74323597e+01,1.35069080e+01
1.92519252e-01,2.74370622e+01,9.88630424e-01,2.74730736e+01,1.35277128e+01
1.92869287e-01,2.74778298e+01,9.88619476e-01,2.75137874e+01,1.35485175e+01
1.93219322e-01,2.75185971e+01,9.88608536e-01,2.75545012e+01,1.35693222e+01
1.93569357e-01,2.75593643e+01,9.88597605e-01,2.75952149e+01,1.35901269e+01
1.93919392e-01,2.76001312e+01,9.88586681e-01,2.76359285e+01,1.36109315e+01
1.94269427e-01,2.76408979e+01,9.88575766e-01,2.76766421e+01,1.36317361e+01
1.94619462e-01,2.76816643e+01,9.88564859e-01,2.77173556e+01,1.36525406e+01
1.94969497e-01,2.77224306e+01,9.88553960e-01,2.77580690e+01,1.36733452e+01
1.95319532e-01,2.77631965e+01,9.88543069e-01,2.77987823e+01,1.36941496e+01
1.95669567e-01,2.78039623e+01,9.88532185e-01,2.78394956e+01,1.37149541e+01
1.96019602e-01,2.78447278e+01,9.88521309e-01,2.78802088e+01,1.37357585e+01
1.96369637e-01,2.78854931e+01,9.88510441e-01,2.79209219e+01,1.37565628e+01
1.96719672e-01,2.79262582e+01,9.88499581e-01,2.79616349e+01,1.37773671e+01
1.97069707e-01,2.79670230e+01,9.88488728e-01,2.80023479e+01,1.37981714e+01
1.97419742e-01,2.80077876e+01,9.88477883e-01,2.80430607e+01,1.38189756e+01
1.97769777e-01,2.80485520e+01,9.88467045e-01,2.80837735e+01,1.38397798e+01
1.98119812e-01,2.80893161e+01,9.88456215e-01,2.81244862e+01,1.38605840e+01
1.98469847e-01,2.81300799e+01,9.88445392e-01,2.81651988e+01,1.38813880e+01
1.98819882e-01,2.81708436e+01,9.88434577e-01,2.82059112e+01,1.39021921e+01
1.99169917e-01,2.82116069e+01,9.88423768e-01,2.82466236e+01,1.39229961e+01
1.99519952e-01,2.82523701e+01,9.88412967e-01,2.82873359e+01,1.39438000e+01
1.99869987e-01,2.82931330e+01,9.88402173e-01,2.83280481e+01,1.39646039e+01
2.00220022e-01,2.83338956e+01,9.88391386e-01,2.83687602e+01,1.39854077e+01
2.00570057e-01,2.83746580e+01,9.88380606e-01,2.84094722e+01,1.40062115e+01
2.00920092e-01,2.84154202e+01,9.88369833e-01,2.84501841e+01,1.40270153e+01
2.01270127e-01,2.84561821e+01,9.88359067e-01,2.84908959e+01,1.40478190e+01
2.01620162e-01,2.84969437e+01,9.88348307e-01,2.85316076e+01,1.40686226e+01
2.01970197e-01,2.85377051e+01,9.88337555e-01,2.85723192e+01,1.40894262e+01
2.02320232e-01,2.85784663e+01,9.88326809e-01,2.86130307e+01,1.41102297e+01
2.02670267e-01,2.86192272e+01,9.88316069e-01,2.86537420e+01,1.41310331e+01
2.03020302e-01,2.86599878e+01,9.88305337e-01,2.86944533e+01,1.41518365e+01
2.03370337e-01,2.87007482e+01,9.88294611e-01,2.87351644e+01,1.41726399e+01
2.03720372e-01,2.87415083e+01,9.88283891e-01,2.87758754e+01,1.41934432e+01
2.04070407e-01,2.87822682e+01,9.88273178e-01,2.88165863e+01,1.42142464e+01
2.04420442e-01,2.88230278e+01,9.88262471e-01,2.88572970e+01,1.42350495e+01
2.04770477e-01,2.88637871e+01,9.88251771e-01,2.88980077e+01,1.42558526e+01
2.05120512e-01,2.89045462e+01,9.88241076e-01,2.89387182e+01,1.42766557e+01
2.05470547e-01,2.89453050e+01,9.88230388e-01,2.89794286e+01,1.42974586e+01
2.05820582e-01,2.89860636e+01,9.88219707e-01,2.90201389e+01,1.43182615e+01
2.06170617e-01,2.90268219e+01,9.88209031e-01,2.90608490e+01,1.43390644e+01
2.06520652e-01,2.90675799e+01,9.88198361e-01,2.91015590e+01,1.43598671e+01
2.06870687e-01,2.91083377e+01,9.88187697e-01,2.91422689e+01,1.43806699e+01
2.07220722e-01,2.91490951e+01,9.88177039e-01,2.91829786e+01,1.44014725e+01
2.07570757e-01,2.91898524e+01,9.88166387e-01,2.92236882e+01,1.44222751e+01
2.07920792e-01,2.92306093e+01,9.88155741e-01,2.92643977e+01,1.44430775e+01
2.08270827e-01,2.92713660e+01,9.88145101e-01,2.93051070e+01,1.44638800e+01
2.08620862e-01,2.93121224e+01,9.88134466e-01,2.93458162e+01,1.44846823e+01
2.08970897e-01,2.93528785e+01,9.88123837e-01,2.93865253e+01,1.45054846e+01
2.09320932e-01,2.93936344e+01,9.88113214e-01,2.94272341e+01,1.45262868e+01
2.09670967e-01,2.94343900e+01,9.88102596e-01,2.94679429e+01,1.45470889e+01
